INDEX,Gender,Brand,Fragrance,Top,Heart,Base,Description,Longevity,Seasonal Use,Occasion,Projection/Sillage,Price,Rating,Overview
720,Men,Maison Francis Kurkdjian,Oud Satin Mood,"Violet, Bulgarian rose","Turkish rose absolute, Laotian oud","Vanilla, Amber","A warm, spicy, and floral unisex fragrance that features luxurious notes of oud, roses, and vanilla. Perfect for a night out or a special occasion.",Long-lasting,Fall & Winter,Formal (All),Strong,Exorbitant,4.2,"Men,Maison Francis Kurkdjian,Oud Satin Mood,Violet, Bulgarian rose,Turkish rose absolute, Laotian oud,Vanilla, Amber,A warm, spicy, and floral unisex fragrance that features luxurious notes of oud, roses, and vanilla. Perfect for a night out or a special occasion.,Long-lasting,Fall & Winter,Formal (All),Strong,Exorbitant,4.2"
721,Men,Maison Francis Kurkdjian,Oud Silk Mood,"Bulgarian rose, Chamomile","Indian oud, Papyrus","Vanilla, White musk","A warm and woody unisex fragrance with an oriental feel, perfect for a cozy evening in.",Long-lasting,Fall & Winter,Formal (All),Moderate,Exorbitant,3.9,"Men,Maison Francis Kurkdjian,Oud Silk Mood,Bulgarian rose, Chamomile,Indian oud, Papyrus,Vanilla, White musk,A warm and woody unisex fragrance with an oriental feel, perfect for a cozy evening in.,Long-lasting,Fall & Winter,Formal (All),Moderate,Exorbitant,3.9"
722,Women,Tom Ford,Oud Wood,"Rosewood, Cardamom, Chinese Pepper","Oud, Vetiver, Tonka Bean","Amber, Sandalwood, Vanilla",A woody oriental fragrance with a warm and spicy aroma.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.5,"Women,Tom Ford,Oud Wood,Rosewood, Cardamom, Chinese Pepper,Oud, Vetiver, Tonka Bean,Amber, Sandalwood, Vanilla,A woody oriental fragrance with a warm and spicy aroma.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.5"
723,Men,Tom Ford,Oud Wood,"Rosewood, Cardamom","Oud Wood, Vetiver","Tonka Bean, Amber","A luxurious and woody fragrance with a mix of oriental and spicy notes, perfect for the refined and elegant man.",Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.7,"Men,Tom Ford,Oud Wood,Rosewood, Cardamom,Oud Wood, Vetiver,Tonka Bean, Amber,A luxurious and woody fragrance with a mix of oriental and spicy notes, perfect for the refined and elegant man.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.7"
724,Unisex,Tom Ford,Oud Wood,"Rosewood, Cardamom, Chinese Pepper","Oud Wood, Sandalwood, Vetiver","Tonka Bean, Amber, Vanilla",A woody and aromatic fragrance with a warm and exotic character. It is a unisex fragrance with a strong and sensual aroma.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.4,"Unisex,Tom Ford,Oud Wood,Rosewood, Cardamom, Chinese Pepper,Oud Wood, Sandalwood, Vetiver,Tonka Bean, Amber, Vanilla,A woody and aromatic fragrance with a warm and exotic character. It is a unisex fragrance with a strong and sensual aroma.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.4"
725,Unisex,Tom Ford,Oud Wood,"Rosewood, Cardamom, Chinese pepper","Oud, Vetiver, Tonka bean","Amber, Sandalwood, Vanilla",A woody and spicy fragrance with a smoky and luxurious aroma,Long-lasting,Fall & Winter,Formal (All),Moderate projection,Exorbitant,4.7,"Unisex,Tom Ford,Oud Wood,Rosewood, Cardamom, Chinese pepper,Oud, Vetiver, Tonka bean,Amber, Sandalwood, Vanilla,A woody and spicy fragrance with a smoky and luxurious aroma,Long-lasting,Fall & Winter,Formal (All),Moderate projection,Exorbitant,4.7"
726,Women,Tom Ford,Oud Wood Intense,"Chinese Pepper, Cardamom, Nutmeg","Sandalwood, Oud, Angelica, Juniper Berry","Cedar, Vanilla, Amber, Vetiver",A woody spicy fragrance for women and men. A powerful and luxurious scent with a blend of oriental notes that create a unique and memorable aroma.,Long-lasting,Fall & Winter,Formal (All),Strong,Exorbitant,4.6,"Women,Tom Ford,Oud Wood Intense,Chinese Pepper, Cardamom, Nutmeg,Sandalwood, Oud, Angelica, Juniper Berry,Cedar, Vanilla, Amber, Vetiver,A woody spicy fragrance for women and men. A powerful and luxurious scent with a blend of oriental notes that create a unique and memorable aroma.,Long-lasting,Fall & Winter,Formal (All),Strong,Exorbitant,4.6"
727,Women,Montale,Oudmazing,"Bergamot, Mandarin Orange","Rose, Leather, Oud, Orange Blossom","Vanilla, Musk, Ambroxan, Cashmeran, Wood, Tonka Bean","A floral woody musk fragrance for women and men. A unique and exotic scent with a blend of floral, woody, and musky notes that create a warm and sensual aroma.",Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.2,"Women,Montale,Oudmazing,Bergamot, Mandarin Orange,Rose, Leather, Oud, Orange Blossom,Vanilla, Musk, Ambroxan, Cashmeran, Wood, Tonka Bean,A floral woody musk fragrance for women and men. A unique and exotic scent with a blend of floral, woody, and musky notes that create a warm and sensual aroma.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.2"
728,Women,Lancome,Oui,"Mandarin, Cassis, Pear","Jasmine, Rose, Peony","Cedarwood, Ambroxan, Musk",A fresh and fruity fragrance that is perfect for spring and summer.,Moderate to long-lasting,Fall & Winter,Formal (All),Strong,Exorbitant,4.5,"Women,Lancome,Oui,Mandarin, Cassis, Pear,Jasmine, Rose, Peony,Cedarwood, Ambroxan, Musk,A fresh and fruity fragrance that is perfect for spring and summer.,Moderate to long-lasting,Fall & Winter,Formal (All),Strong,Exorbitant,4.5"
729,Unisex,Parfumerie Generale,Papyrus Moléculaire,"Aldehydes, Rum, Bitter Orange","Papyrus, Incense, Rose","Leather, Woods, Musk","A unisex fragrance with a unique blend of papyrus, rum, and incense notes, balanced by woody and musky base notes.",Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.0,"Unisex,Parfumerie Generale,Papyrus Moléculaire,Aldehydes, Rum, Bitter Orange,Papyrus, Incense, Rose,Leather, Woods, Musk,A unisex fragrance with a unique blend of papyrus, rum, and incense notes, balanced by woody and musky base notes.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.0"
730,Unisex,Bottega Veneta,Parco Palladiano I,"Bergamot, Mandarin, Lemon","Galbanum, Jasmine, Magnolia","Oakmoss, Cedarwood, White Musk","A fresh and green unisex fragrance inspired by the Italian garden, featuring citrus and floral top notes and a woody and musky base.",Long-lasting,Fall & Winter,Formal (Evening),Moderate,Exorbitant,4.3,"Unisex,Bottega Veneta,Parco Palladiano I,Bergamot, Mandarin, Lemon,Galbanum, Jasmine, Magnolia,Oakmoss, Cedarwood, White Musk,A fresh and green unisex fragrance inspired by the Italian garden, featuring citrus and floral top notes and a woody and musky base.,Long-lasting,Fall & Winter,Formal (Evening),Moderate,Exorbitant,4.3"
731,Women,Yves Saint Laurent,Paris,"Bergamot, Violet, Rose","Iris, Jasmine, Ylang-Ylang","Sandalwood, Vetiver, Vanilla",A timeless and elegant floral fragrance that embodies the essence of Paris.,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.5,"Women,Yves Saint Laurent,Paris,Bergamot, Violet, Rose,Iris, Jasmine, Ylang-Ylang,Sandalwood, Vetiver, Vanilla,A timeless and elegant floral fragrance that embodies the essence of Paris.,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.5"
732,Men,Cartier,Pasha de Cartier,"Lavender, Mandarin Orange, Mint, Caraway, Anise, Coriander","Brazilian Rosewood, Pine Tree Needles, Thyme","Leather, Sandalwood, Oakmoss, Patchouli","A classic, masculine fragrance that's perfect for formal occasions.",Moderate,All Seasons,All,Moderate,Exorbitant,4.6,"Men,Cartier,Pasha de Cartier,Lavender, Mandarin Orange, Mint, Caraway, Anise, Coriander,Brazilian Rosewood, Pine Tree Needles, Thyme,Leather, Sandalwood, Oakmoss, Patchouli,A classic, masculine fragrance that's perfect for formal occasions.,Moderate,All Seasons,All,Moderate,Exorbitant,4.6"
733,Men,Cartier,Pasha de Cartier Edition Noire,"Citruses, Watery Notes","Sea Notes, Violet Leaf, Amber","Cedar, Patchouli",A fresh and clean fragrance that's perfect for casual wear.,Moderate,All Seasons,All,Moderate,Exorbitant,4.5,"Men,Cartier,Pasha de Cartier Edition Noire,Citruses, Watery Notes,Sea Notes, Violet Leaf, Amber,Cedar, Patchouli,A fresh and clean fragrance that's perfect for casual wear.,Moderate,All Seasons,All,Moderate,Exorbitant,4.5"
734,Women,Elizabeth Taylor,Passion,"Coriander, Gardenia, Sage, Mandarin Orange","Jasmine, Lily-of-the-Valley, Rose","Sandalwood, Patchouli, Vanilla, Cedar",Elegant and oriental fragrance with floral and spicy notes,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Expensive,4.5,"Women,Elizabeth Taylor,Passion,Coriander, Gardenia, Sage, Mandarin Orange,Jasmine, Lily-of-the-Valley, Rose,Sandalwood, Patchouli, Vanilla, Cedar,Elegant and oriental fragrance with floral and spicy notes,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Expensive,4.5"
735,Unisex,Le Labo,Patchouli 24,"Patchouli, Birch Tar, Styrax","Vanilla, Woods","Musk, Leather","A unisex fragrance that features top notes of patchouli, birch tar, and styrax, followed by a heart of vanilla and woods, and finished with musk and leather. A warm and smoky scent.",Long-lasting,Fall & Winter,Formal (All),Strong projection,Exorbitant,4.2,"Unisex,Le Labo,Patchouli 24,Patchouli, Birch Tar, Styrax,Vanilla, Woods,Musk, Leather,A unisex fragrance that features top notes of patchouli, birch tar, and styrax, followed by a heart of vanilla and woods, and finished with musk and leather. A warm and smoky scent.,Long-lasting,Fall & Winter,Formal (All),Strong projection,Exorbitant,4.2"
736,Men,Les Senteurs Gourmandes,Patchouli Argent,"Bergamot, Lemon, Lavender","Patchouli, Cedarwood, Sandalwood","Vanilla, Amber, Musk","A fresh and spicy take on patchouli, with citrus and lavender notes and a warm, sweet base.",Moderate,Fall & Winter,Casual (Daytime),Moderate,Exorbitant,4.5,"Men,Les Senteurs Gourmandes,Patchouli Argent,Bergamot, Lemon, Lavender,Patchouli, Cedarwood, Sandalwood,Vanilla, Amber, Musk,A fresh and spicy take on patchouli, with citrus and lavender notes and a warm, sweet base.,Moderate,Fall & Winter,Casual (Daytime),Moderate,Exorbitant,4.5"
737,Women,Juicy Couture,Peace Love & Juicy Couture,"Meyer lemon, Wild hyacinth, Sweet apple","Jasmine, Star magnolia, Malibu poppy","Musk, Patchouli, Amber","A fresh and floral fragrance with a hint of earthiness, perfect for a day at the beach.",Long-lasting,All Seasons,Casual (Daytime),Moderate,Exorbitant,4.3,"Women,Juicy Couture,Peace Love & Juicy Couture,Meyer lemon, Wild hyacinth, Sweet apple,Jasmine, Star magnolia, Malibu poppy,Musk, Patchouli, Amber,A fresh and floral fragrance with a hint of earthiness, perfect for a day at the beach.,Long-lasting,All Seasons,Casual (Daytime),Moderate,Exorbitant,4.3"
738,Women,Juicy Couture,Peace Love & Juicy Couture,"Lemon tree blossom, Hyacinth, Apple","Jasmine, Magnolia, Honeysuckle","Patchouli, Woodsy notes, Musk","A fresh, floral scent with a hint of earthy patchouli",Long-lasting,All Seasons,Casual (Daytime),Heavy,Expensive,4.3,"Women,Juicy Couture,Peace Love & Juicy Couture,Lemon tree blossom, Hyacinth, Apple,Jasmine, Magnolia, Honeysuckle,Patchouli, Woodsy notes, Musk,A fresh, floral scent with a hint of earthy patchouli,Long-lasting,All Seasons,Casual (Daytime),Heavy,Expensive,4.3"
739,Men,Liquides Imaginaires,Peau de Bête,"Leather, suede, saffron","Violet, iris, birch","Vetiver, musk, ambergris, castoreum","Peau de Bête is a leathery and animalic fragrance for men. It features top notes of leather, suede, and saffron, a floral heart of violet, iris, and birch, and a base of vetiver, musk, ambergris, and castoreum.",Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,3.9,"Men,Liquides Imaginaires,Peau de Bête,Leather, suede, saffron,Violet, iris, birch,Vetiver, musk, ambergris, castoreum,Peau de Bête is a leathery and animalic fragrance for men. It features top notes of leather, suede, and saffron, a floral heart of violet, iris, and birch, and a base of vetiver, musk, ambergris, and castoreum.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,3.9"
740,Unisex,Liquides Imaginaires,Peau de Bête,"Pink Pepper, Jasmine, Osmanthus","Vetiver, Leather, Amber","Patchouli, Musk, Vanilla","A warm and spicy fragrance with a blend of pink pepper, jasmine and osmanthus, and a leathery base of vetiver and amber.",Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.1,"Unisex,Liquides Imaginaires,Peau de Bête,Pink Pepper, Jasmine, Osmanthus,Vetiver, Leather, Amber,Patchouli, Musk, Vanilla,A warm and spicy fragrance with a blend of pink pepper, jasmine and osmanthus, and a leathery base of vetiver and amber.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.1"
741,Women,Jo Malone,Peony & Blush Suede,"Red Apple, Peony, Jasmine","Rose, Gillyflower, Hedione","Suede, Patchouli, Musk","A floral scent with a hint of fresh apple and a warm, sensual finish.",Moderate,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.5,"Women,Jo Malone,Peony & Blush Suede,Red Apple, Peony, Jasmine,Rose, Gillyflower, Hedione,Suede, Patchouli, Musk,A floral scent with a hint of fresh apple and a warm, sensual finish.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.5"
742,Women,Marc Jacobs,Perfect,"Rhubarb, Daffodil, Almond milk","Almond blossom, Jasmine, Orange blossom","Cashmeran, Cedarwood, Ambrox","Launched in 2020, this scent is a modern and empowering fragrance that celebrates individuality and self-expression.",Moderate,All Seasons,Casual (All),Moderate,Affordable,4.6,"Women,Marc Jacobs,Perfect,Rhubarb, Daffodil, Almond milk,Almond blossom, Jasmine, Orange blossom,Cashmeran, Cedarwood, Ambrox,Launched in 2020, this scent is a modern and empowering fragrance that celebrates individuality and self-expression.,Moderate,All Seasons,Casual (All),Moderate,Affordable,4.6"
743,Men,Maison Francis Kurkdjian,Petit Matin,"Lemon, Litsea cubeba","Lavender, Orange blossom","Musk, Ambroxan","A fresh and invigorating fragrance with citrus and floral notes, perfect for a morning pick-me-up.",Moderate,Spring & Summer,Casual (All),Moderate,Exorbitant,3.7,"Men,Maison Francis Kurkdjian,Petit Matin,Lemon, Litsea cubeba,Lavender, Orange blossom,Musk, Ambroxan,A fresh and invigorating fragrance with citrus and floral notes, perfect for a morning pick-me-up.,Moderate,Spring & Summer,Casual (All),Moderate,Exorbitant,3.7"
744,Unisex,Diptyque,Philosykos,"Fig Leaves, Fig Wood, Fig","Cedar, Coconut, White Cedar","Musk, Benzoin",A woody and green fragrance with a fruity and earthy character. It is a unisex fragrance that evokes the Mediterranean landscape.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.2,"Unisex,Diptyque,Philosykos,Fig Leaves, Fig Wood, Fig,Cedar, Coconut, White Cedar,Musk, Benzoin,A woody and green fragrance with a fruity and earthy character. It is a unisex fragrance that evokes the Mediterranean landscape.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.2"
745,Unisex,Diptyque,Philosykos,"Fig Leaf, Fig, Coconut","Cedarwood, Tonka Bean",White Musk,"A fresh, green, and milky fragrance that captures the essence of a fig tree. It is a perfect summer scent for both men and women.",Long-lasting,All Seasons,All,Moderate,Expensive,4.2,"Unisex,Diptyque,Philosykos,Fig Leaf, Fig, Coconut,Cedarwood, Tonka Bean,White Musk,A fresh, green, and milky fragrance that captures the essence of a fig tree. It is a perfect summer scent for both men and women.,Long-lasting,All Seasons,All,Moderate,Expensive,4.2"
746,Unisex,Diptyque,Philosykos,Fig,Coconut,"Cedarwood, Woods","Philosykos is a woody aromatic fragrance that features fig, coconut and cedarwood as its main accords. It's a warm and cozy scent that is perfect for both men and women.",Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.3,"Unisex,Diptyque,Philosykos,Fig,Coconut,Cedarwood, Woods,Philosykos is a woody aromatic fragrance that features fig, coconut and cedarwood as its main accords. It's a warm and cozy scent that is perfect for both men and women.,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.3"
747,Women,Givenchy,Pi,"Mandarin, Pine Needle, Rosemary","Basil, Neroli, Geranium","Tonka Bean, Cedarwood, Benzoin","Pi is a fresh and masculine fragrance that is perfect for everyday wear. It is clean and invigorating, with a touch of warmth that makes it perfect for fall and winter.",Long-lasting,Fall & Winter,Casual (Daytime),Heavy,Exorbitant,4.4,"Women,Givenchy,Pi,Mandarin, Pine Needle, Rosemary,Basil, Neroli, Geranium,Tonka Bean, Cedarwood, Benzoin,Pi is a fresh and masculine fragrance that is perfect for everyday wear. It is clean and invigorating, with a touch of warmth that makes it perfect for fall and winter.,Long-lasting,Fall & Winter,Casual (Daytime),Heavy,Exorbitant,4.4"
748,Men,Givenchy,Pi,"Mandarin, Pine Needles, Star Anise","Basil, Geranium, Tonka Bean","Vanilla, Benzoin, Cedarwood",A warm and sensual fragrance with a mix of oriental and woody notes.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Expensive,4.4,"Men,Givenchy,Pi,Mandarin, Pine Needles, Star Anise,Basil, Geranium, Tonka Bean,Vanilla, Benzoin, Cedarwood,A warm and sensual fragrance with a mix of oriental and woody notes.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Expensive,4.4"
749,Men,Givenchy,Pi Extreme,"Lemon, Mandarin, Bergamot","Myrtle, Cedarwood, Leather","Tonka Bean, Benzoin, Vanilla",A bold and intense fragrance with a mix of citrus and woody notes.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.6,"Men,Givenchy,Pi Extreme,Lemon, Mandarin, Bergamot,Myrtle, Cedarwood, Leather,Tonka Bean, Benzoin, Vanilla,A bold and intense fragrance with a mix of citrus and woody notes.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.6"
750,Men,Chanel,Platinum Égoïste,"Lavender, Rosemary","Petitgrain, Clary Sage","Vetiver, Cedar","A fresh and woody fragrance with a blend of aromatic and herbal notes, perfect for daily wear.",Moderate,Fall & Winter,Formal (Evening),Moderate,Exorbitant,4.6,"Men,Chanel,Platinum Égoïste,Lavender, Rosemary,Petitgrain, Clary Sage,Vetiver, Cedar,A fresh and woody fragrance with a blend of aromatic and herbal notes, perfect for daily wear.,Moderate,Fall & Winter,Formal (Evening),Moderate,Exorbitant,4.6"
751,Men,Givenchy,Play Intense,"Bergamot, Mandarin, Pink Pepper","Amyris Wood, Coffee Flower, Labdanum","Tonka Bean, Vetiver, Patchouli",A warm and addictive fragrance with a mix of citrus and woody notes.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.2,"Men,Givenchy,Play Intense,Bergamot, Mandarin, Pink Pepper,Amyris Wood, Coffee Flower, Labdanum,Tonka Bean, Vetiver, Patchouli,A warm and addictive fragrance with a mix of citrus and woody notes.,Long-lasting,Fall & Winter,Formal (Evening),Strong,Exorbitant,4.2"
752,Women,Estée Lauder,Pleasures,"White Lily, Violet Leaves, Green Accents","Black Lilac, White Peony, Karo-Karounde Blossoms","Sandalwood, Patchouli",A fresh floral fragrance that is perfect for spring,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.4,"Women,Estée Lauder,Pleasures,White Lily, Violet Leaves, Green Accents,Black Lilac, White Peony, Karo-Karounde Blossoms,Sandalwood, Patchouli,A fresh floral fragrance that is perfect for spring,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.4"
753,Women,Issey Miyake,Pleats Please,"Nashi, Pear","Peony, Sweet Pea, Indole","White Musk, Vanilla, Cedar","A floral fragrance for women with a playful and vibrant scent, opening with top notes of nashi and pear, heart notes of peony, sweet pea, and indole, and base notes of white musk, vanilla, and cedar.",Moderate,All Seasons,Casual (Daytime),Moderate,Expensive,4.3,"Women,Issey Miyake,Pleats Please,Nashi, Pear,Peony, Sweet Pea, Indole,White Musk, Vanilla, Cedar,A floral fragrance for women with a playful and vibrant scent, opening with top notes of nashi and pear, heart notes of peony, sweet pea, and indole, and base notes of white musk, vanilla, and cedar.,Moderate,All Seasons,Casual (Daytime),Moderate,Expensive,4.3"
754,Women,Lancome,Poême,"Datura, Narcissus, Mandarin","Mimosa, Freesia, Rose","Vanilla, Tonka Bean, Amber",A complex and bold fragrance with a mix of floral and oriental notes,Long-lasting,Fall & Winter,Casual (Evening),Heavy,Exorbitant,4.6,"Women,Lancome,Poême,Datura, Narcissus, Mandarin,Mimosa, Freesia, Rose,Vanilla, Tonka Bean, Amber,A complex and bold fragrance with a mix of floral and oriental notes,Long-lasting,Fall & Winter,Casual (Evening),Heavy,Exorbitant,4.6"
755,Women,Dior,Poison Girl Eau de Parfum,"Bitter Orange, Rose, Tonka Bean","Grasse Vanilla, Sandalwood","Almond, Tolu Balsam",A sweet and spicy fragrance with a hint of rebellion and playfulness,Moderate to long-lasting,All Seasons,Casual (Evening),Strong,Exorbitant,4.3,"Women,Dior,Poison Girl Eau de Parfum,Bitter Orange, Rose, Tonka Bean,Grasse Vanilla, Sandalwood,Almond, Tolu Balsam,A sweet and spicy fragrance with a hint of rebellion and playfulness,Moderate to long-lasting,All Seasons,Casual (Evening),Strong,Exorbitant,4.3"
756,Women,Ralph Lauren,Polo Blue for Women,"Blue Lotus, Gardenia, Orange Blossom","Pink Peony, Rose","White Woods, Musk, Sandalwood",This fresh floral fragrance for women is inspired by the freedom of the big blue sky and the energy of the open waters.,Long-lasting,Spring & Summer,Casual (All),Moderate,Expensive,4.8,"Women,Ralph Lauren,Polo Blue for Women,Blue Lotus, Gardenia, Orange Blossom,Pink Peony, Rose,White Woods, Musk, Sandalwood,This fresh floral fragrance for women is inspired by the freedom of the big blue sky and the energy of the open waters.,Long-lasting,Spring & Summer,Casual (All),Moderate,Expensive,4.8"
757,Women,Jo Malone,Pomegranate Noir,"Pomegranate, Raspberry, Plum","Pink Pepper, Casablanca Lily, Spicy Woods","Guaiacwood, Patchouli, Amber",A fruity and spicy fragrance with a hint of woody notes.,Moderate,Fall & Winter,All,Moderate,Exorbitant,4.2,"Women,Jo Malone,Pomegranate Noir,Pomegranate, Raspberry, Plum,Pink Pepper, Casablanca Lily, Spicy Woods,Guaiacwood, Patchouli, Amber,A fruity and spicy fragrance with a hint of woody notes.,Moderate,Fall & Winter,All,Moderate,Exorbitant,4.2"
758,Men,Atelier Cologne,Pomelo Paradis,"Pink Pomelo, Calabrian Mandarin, Blackcurrant Bud","Orange Blossom, Bulgarian Rose, Mint","Vetiver, Amber, White Musk",A refreshing and energizing scent that blends juicy citrus and floral notes with warm and woody undertones.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.2,"Men,Atelier Cologne,Pomelo Paradis,Pink Pomelo, Calabrian Mandarin, Blackcurrant Bud,Orange Blossom, Bulgarian Rose, Mint,Vetiver, Amber, White Musk,A refreshing and energizing scent that blends juicy citrus and floral notes with warm and woody undertones.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.2"
759,Unisex,Atelier Cologne,Pomélo Paradis,"Pink Grapefruit, Mandarin, Blackcurrant","Orange Blossom, Bulgarian Rose, Mint","Vetiver, Amber",A fresh and fruity fragrance with a citrus top note. Suitable for daytime wear in spring and summer.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.2,"Unisex,Atelier Cologne,Pomélo Paradis,Pink Grapefruit, Mandarin, Blackcurrant,Orange Blossom, Bulgarian Rose, Mint,Vetiver, Amber,A fresh and fruity fragrance with a citrus top note. Suitable for daytime wear in spring and summer.,Moderate,Spring & Summer,Casual (Daytime),Moderate,Expensive,4.2"
760,Women,Atelier Cologne,Pomélo Paradis,"Pink grapefruit, Calabrian mandarin, blackcurrant bud","Orange blossom, Bulgarian rose, mint","Vetiver, iris, amber",A fruity and floral scent that is perfect for everyday wear.,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.2,"Women,Atelier Cologne,Pomélo Paradis,Pink grapefruit, Calabrian mandarin, blackcurrant bud,Orange blossom, Bulgarian rose, mint,Vetiver, iris, amber,A fruity and floral scent that is perfect for everyday wear.,Moderate to long-lasting,Spring & Summer,Casual (Daytime),Moderate,Exorbitant,4.2"
761,Women,Coach,Poppy,"Mandarin, Freesia, Wet Ivy","Jasmine, Gardenia, Water Lily","Vanilla, Amber, Musk",A playful and flirty fragrance with a blend of fruity and floral scents,Moderate,Spring & Summer,All,Moderate,Expensive,4.5,"Women,Coach,Poppy,Mandarin, Freesia, Wet Ivy,Jasmine, Gardenia, Water Lily,Vanilla, Amber, Musk,A playful and flirty fragrance with a blend of fruity and floral scents,Moderate,Spring & Summer,All,Moderate,Expensive,4.5"
762,Women,Coach,Poppy Citrine Blossom,"Bergamot, Mandarin, Black Currant","Water Lily, Jasmine, Tea Rose","Amber, Musk, Sandalwood",A fresh and citrusy fragrance with a blend of floral and woody notes,Moderate,Spring & Summer,All,Moderate,Expensive,4.5,"Women,Coach,Poppy Citrine Blossom,Bergamot, Mandarin, Black Currant,Water Lily, Jasmine, Tea Rose,Amber, Musk, Sandalwood,A fresh and citrusy fragrance with a blend of floral and woody notes,Moderate,Spring & Summer,All,Moderate,Expensive,4.5"
763,Women,Coach,Poppy Freesia Blossom,"Bergamot, French Cassis, Raspberry","Freesia, Jasmine, Violet","White Amber, Musk, Vanilla",A fresh and fruity fragrance with a blend of floral and musky notes,Moderate,Spring & Summer,All,Moderate,Expensive,4.5,"Women,Coach,Poppy Freesia Blossom,Bergamot, French Cassis, Raspberry,Freesia, Jasmine, Violet,White Amber, Musk, Vanilla,A fresh and fruity fragrance with a blend of floral and musky notes,Moderate,Spring & Summer,All,Moderate,Expensive,4.5"
764,Women,Coach,Poppy Wildflower,"Sparkling Bergamot, Pink Pepper, Freesia","Peach Blossom, Lotus Flower, Gardenia","Cedarwood, Orris, Musk",A fresh and floral fragrance with a blend of fruity and woody notes,Moderate,Spring & Summer,All,Moderate,Expensive,4.5,"Women,Coach,Poppy Wildflower,Sparkling Bergamot, Pink Pepper, Freesia,Peach Blossom, Lotus Flower, Gardenia,Cedarwood, Orris, Musk,A fresh and floral fragrance with a blend of fruity and woody notes,Moderate,Spring & Summer,All,Moderate,Expensive,4.5"
765,Men,Frederic Malle,Portrait of a Lady,"Cinnamon, Clove, Raspberry","Turkish Rose, Patchouli, Sandalwood","Amber, Benzoin, White Musk",A bold and sophisticated fragrance with a floral and spicy character.,Long-lasting,All Seasons,All,Heavy,Exorbitant,4.3,"Men,Frederic Malle,Portrait of a Lady,Cinnamon, Clove, Raspberry,Turkish Rose, Patchouli, Sandalwood,Amber, Benzoin, White Musk,A bold and sophisticated fragrance with a floral and spicy character.,Long-lasting,All Seasons,All,Heavy,Exorbitant,4.3"
766,Unisex,Frederic Malle,Portrait of a Lady,"Turkish Rose, Raspberry, Black Currant","Cinnamon, Cloves, Patchouli","Benzoin, Musk, Sandalwood",A spicy floral fragrance with a rich and opulent character. It is a unisex fragrance that is both elegant and seductive.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.3,"Unisex,Frederic Malle,Portrait of a Lady,Turkish Rose, Raspberry, Black Currant,Cinnamon, Cloves, Patchouli,Benzoin, Musk, Sandalwood,A spicy floral fragrance with a rich and opulent character. It is a unisex fragrance that is both elegant and seductive.,Long-lasting,Fall & Winter,Formal (Evening),Heavy,Exorbitant,4.3"
